Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power,Temp_diff,Tool_wear_bin,Torque_x_Wear,Power_x_Temp,Torque_Nm_outlier,Rotational_speed_rpm_outlier,Tool_wear_min_outlier,Power_outlier,RPM_per_Torque,Wear_rate,Multi_flag
0,300.1,311.3,1547,40.0,201,61880.0,11.199999999999989,2,8040.0,693055.9999999993,0,0,0,0,38.67499903312503,0.1299288945507893,0
1,300.4,309.7,1547,38.0,181,58786.0,9.300000000000011,1,6878.0,546709.8000000006,0,0,0,0,40.710525244459866,0.1170006463367804,0
0,298.8,309.8,1437,42.8,23,61503.6,11.0,0,984.4,676539.6,0,0,0,0,33.57476557068305,0.0160055671426544,0
0,303.5,312.9,1504,44.8,111,67379.2,9.399999999999975,1,4972.799999999999,633364.4799999985,0,0,0,0,33.57142782206635,0.0738031914402904,0
1,301.1,310.0,1433,48.1,14,68927.3,8.899999999999977,0,673.4,613452.9699999985,0,0,0,0,29.792099172721432,0.0097697138801327,0
0,301.8,311.2,1840,26.6,202,48944.0,9.399999999999975,2,5373.200000000001,460073.59999999887,0,0,0,0,69.17292973034098,0.1097826086359877,0
1,298.5,309.5,1315,48.9,127,64303.5,11.0,1,6210.3,707338.5,0,0,0,0,26.89161499199152,0.0965779466946175,0
1,297.4,308.1,1734,27.7,70,48031.8,10.700000000000044,0,1939.0,513940.26000000216,0,0,0,0,62.599275718437696,0.0403690887887144,0
1,300.5,311.6,1456,51.1,193,74401.6,11.100000000000025,1,9862.3,825857.7600000018,0,0,0,0,28.49315012733561,0.1325549449639045,0
0,299.6,310.2,1743,24.8,99,43226.4,10.599999999999966,0,2455.2000000000003,458199.8399999985,0,0,0,0,70.28225523055421,0.0567986230310966,0
1,298.2,309.2,1524,34.6,161,52730.4,11.0,1,5570.6,580034.4,0,0,0,0,44.04624150155372,0.1056430445501029,0
0,300.9,310.7,1517,41.7,210,63258.9,9.800000000000011,2,8757.0,619937.2200000008,0,0,0,0,36.378896010098416,0.1384311139496169,0
1,302.3,311.7,1442,41.7,127,60131.4,9.399999999999975,1,5295.900000000001,565235.1599999986,0,0,0,0,34.58033490215024,0.0880721219916282,0
2,296.3,307.1,1774,25.9,154,45946.6,10.800000000000011,1,3988.6,496223.2800000005,0,0,0,0,68.49420584964456,0.0868094700750792,0
1,297.9,307.7,1527,42.8,125,65355.6,9.800000000000011,1,5350.0,640484.8800000007,0,0,0,0,35.677569259869884,0.0818598558730452,0
0,301.0,310.6,1588,33.7,114,53515.600000000006,9.600000000000025,1,3841.8,513749.7600000013,0,0,0,0,47.1216603227994,0.0717884130530299,0
1,298.2,309.3,2056,18.7,144,38447.2,11.100000000000025,1,2692.8,426763.92000000086,0,1,0,0,109.94651818467815,0.0700389104717709,1
1,299.8,309.4,1439,47.4,57,68208.59999999999,9.599999999999966,0,2701.8,654802.5599999976,0,0,0,0,30.35864914855171,0.0396108408341828,0
1,298.9,309.3,1581,30.7,65,48536.7,10.400000000000034,0,1995.5,504781.6800000016,0,0,0,0,51.49836965803356,0.0411132194553363,0
0,301.4,310.8,1431,44.3,21,63393.3,9.400000000000034,0,930.3,595897.0200000021,0,0,0,0,32.30248234080176,0.0146750524006463,0
1,296.5,307.4,1565,43.5,194,68077.5,10.899999999999975,1,8439.0,742044.7499999985,0,0,0,0,35.97701066719516,0.1239616612626443,0
2,296.7,307.4,1661,34.2,109,56806.2,10.699999999999989,1,3727.8,607826.3399999994,0,0,0,0,48.56725004189328,0.0656231185637428,0
0,297.7,309.0,1874,24.4,28,45725.6,11.300000000000011,0,683.1999999999999,516699.2800000005,0,0,0,0,76.80327554084937,0.0149413020197751,0
0,301.0,310.9,1568,38.2,172,59897.600000000006,9.899999999999975,1,6570.400000000001,592986.2399999987,0,0,0,0,41.04711934431625,0.1096938774810625,0
0,297.3,308.2,1446,53.5,7,77361.0,10.899999999999975,0,374.5,843234.8999999983,0,0,0,0,27.02803687798062,0.00484094052224,0
0,301.9,310.8,1400,58.2,79,81480.0,8.900000000000034,0,4597.8,725172.0000000028,0,0,0,0,24.054982404553567,0.0564285713882653,0
1,297.5,308.0,1430,44.5,178,63635.0,10.5,1,7921.0,668167.5,0,0,0,0,32.13483073854313,0.1244755243884786,0
2,302.8,312.3,1483,47.2,223,69997.6,9.5,2,10525.6,664977.2000000001,0,0,0,0,31.41949085975655,0.1503708697569987,0
0,298.0,308.2,1469,45.5,214,66839.5,10.199999999999989,2,9737.0,681762.8999999992,0,0,0,0,32.285713576138164,0.1456773314188718,0
1,300.8,310.4,1518,36.0,59,54648.0,9.599999999999966,0,2124.0,524620.7999999982,0,0,0,0,42.1666654953704,0.0388669301456739,0
0,299.1,310.4,1527,44.0,149,67188.0,11.299999999999956,1,6556.0,759224.399999997,0,0,0,0,34.704544665805805,0.0975769482006699,0
1,301.4,310.9,1489,38.9,179,57922.1,9.5,1,6963.099999999999,550259.95,0,0,0,0,38.27763397743872,0.1202149092543889,0
0,302.4,311.8,1508,45.7,108,68915.6,9.400000000000034,1,4935.6,647806.6400000025,0,0,0,0,32.9978110941398,0.0716180370877864,0
0,298.9,310.1,1580,37.3,100,58933.99999999999,11.200000000000044,0,3730.0,660060.8000000026,0,0,0,0,42.35924819412204,0.0632911392004486,0
0,301.4,310.4,1559,36.0,196,56124.0,9.0,1,7056.0,505116.0,0,0,0,0,43.305554352623496,0.12572161634014,0
0,298.0,307.8,1567,36.4,109,57038.8,9.800000000000011,1,3967.6,558980.2400000006,0,0,0,0,43.04944936677337,0.0695596681113212,0
1,300.3,311.8,1483,45.1,181,66883.3,11.5,1,8163.1,769157.9500000001,0,0,0,0,32.88248264118664,0.1220498987713756,0
1,297.0,308.1,1573,34.9,93,54897.7,11.100000000000025,0,3245.7,609364.4700000013,0,0,0,0,45.07163194637158,0.0591226954487459,0
0,303.1,311.3,1403,55.6,150,78006.8,8.199999999999989,1,8340.0,639655.7599999992,0,0,0,0,25.23381249579474,0.1069137561604321,0
1,295.9,306.6,1532,38.6,104,59135.2,10.700000000000044,1,4014.4,632746.6400000027,0,0,0,0,39.68911814276896,0.0678851174491611,0
0,301.9,310.7,1405,48.8,78,68564.0,8.800000000000011,0,3806.4,603363.2000000008,0,0,0,0,28.79098301657822,0.0555160141953622,0
0,303.0,312.3,1932,21.9,132,42310.8,9.300000000000011,1,2890.8,393490.44000000047,0,1,0,0,88.21917405391899,0.0683229813310957,1
0,298.3,309.0,1519,40.0,96,60760.0,10.699999999999989,0,3840.0,650131.9999999993,0,0,0,0,37.97499905062502,0.0631994732961162,0
1,298.2,308.8,1626,40.4,20,65690.4,10.600000000000025,0,808.0,696318.2400000014,0,0,0,0,40.24752375624941,0.0123001229936653,0
2,299.2,308.5,1342,47.5,147,63745.0,9.300000000000011,1,6982.5,592828.5000000007,0,0,0,0,28.25263098415514,0.1095380028990029,0
1,300.7,311.0,1263,52.3,104,66054.9,10.300000000000011,1,5439.2,680365.4700000007,0,0,0,0,24.149139117607284,0.0823436262214223,0
1,301.6,310.8,1664,32.0,58,53248.0,9.199999999999989,0,1856.0,489881.5999999994,0,0,0,0,51.99999837500005,0.0348557692098222,0
0,298.2,307.8,1439,41.6,62,59862.4,9.600000000000025,0,2579.2000000000003,574679.0400000013,0,0,0,0,34.591345322323434,0.0430854759950761,0
0,300.0,309.1,1431,45.4,90,64967.4,9.100000000000025,0,4086.0,591203.3400000015,0,0,0,0,31.519823094277022,0.0628930817170558,0
1,300.2,311.7,1555,37.4,169,58157.0,11.5,1,6320.599999999999,668805.5,0,0,0,0,41.57753899525297,0.1086816719558317,0
0,298.7,309.8,1530,35.5,0,54315.0,11.100000000000025,0,0.0,602896.5000000013,0,0,0,0,43.09859033525098,0.0,0
0,300.5,309.9,1443,48.3,122,69696.9,9.399999999999975,1,5892.599999999999,655150.8599999984,0,0,0,0,29.875775778969448,0.084546084487494,0
0,302.3,311.5,1530,37.8,57,57833.99999999999,9.199999999999989,0,2154.6,532072.7999999992,0,0,0,0,40.47618940539182,0.0372549019364347,0
1,301.2,310.7,1394,42.8,168,59663.2,9.5,1,7190.4,566800.4,0,0,0,0,32.57009269696046,0.1205164991961861,0
2,300.9,310.9,1474,35.7,175,52621.8,10.0,1,6247.500000000001,526218.0,0,0,0,0,41.28851424962145,0.1187245589425206,0
2,300.4,309.9,1513,38.7,76,58553.100000000006,9.5,0,2941.2000000000003,556254.4500000001,0,0,0,0,39.09560622491973,0.0502313284532509,0
1,302.7,312.0,1944,21.4,71,41601.6,9.300000000000011,0,1519.4,386894.88000000047,0,1,0,0,90.84111725041508,0.0365226337260686,1
0,303.0,311.2,1382,50.5,203,69791.0,8.199999999999989,2,10251.5,572286.1999999993,0,0,0,0,27.366336091755723,0.1468885671874901,0
0,299.0,310.2,1533,43.5,159,66685.5,11.199999999999989,1,6916.5,746877.5999999993,0,0,0,0,35.241378500198195,0.1037181995409535,0
1,297.9,309.0,2456,13.9,82,34138.4,11.100000000000025,0,1139.8,378936.2400000008,0,1,0,0,176.69063477045793,0.0333876221362428,1
1,298.9,308.2,1328,49.2,11,65337.600000000006,9.300000000000011,0,541.2,607639.6800000007,0,0,0,0,26.991869370083958,0.0082831325238831,0
0,299.4,308.7,1381,56.7,102,78302.7,9.300000000000011,1,5783.400000000001,728215.1100000009,0,0,0,0,24.35626059336401,0.0738595220319626,0
0,298.8,309.1,1350,52.5,111,70875.0,10.300000000000011,1,5827.5,730012.5000000008,0,0,0,0,25.714285224489807,0.0822222221613168,0
0,302.7,310.6,1690,26.7,4,45123.0,7.900000000000034,0,106.8,356471.7000000015,0,0,0,0,63.29587777918061,0.0023668639039249,0
0,297.8,307.4,1512,40.8,137,61689.6,9.599999999999966,1,5589.599999999999,592220.1599999979,0,0,0,0,37.058822621107296,0.0906084655485393,0
0,298.6,309.3,1677,31.2,180,52322.4,10.699999999999989,1,5616.0,559849.6799999995,0,0,0,0,53.74999827724364,0.1073345258751732,0
1,297.5,308.6,1472,44.9,198,66092.8,11.100000000000025,1,8890.199999999999,733630.0800000016,0,0,0,0,32.78396363510104,0.1345108694738377,0
0,297.5,309.2,1426,44.8,24,63884.8,11.699999999999989,0,1075.1999999999998,747452.1599999992,0,0,0,0,31.83035643235812,0.0168302945183518,0
1,298.3,309.0,1505,41.3,93,62156.49999999999,10.699999999999989,0,3840.9,665074.5499999992,0,0,0,0,36.44067708376085,0.0617940198924956,0
0,302.5,311.1,1571,34.2,201,53728.2,8.600000000000023,2,6874.200000000001,462062.5200000013,0,0,0,0,45.9356711714716,0.1279439846416651,0
0,300.8,312.1,1512,37.1,169,56095.2,11.300000000000011,1,6269.900000000001,633875.7600000007,0,0,0,0,40.75471588262221,0.1117724866985631,0
1,301.7,311.0,1537,33.5,146,51489.5,9.300000000000011,1,4891.0,478852.35000000056,0,0,0,0,45.88059564535536,0.0949902406668898,0
0,298.9,308.8,1281,53.9,77,69045.9,9.900000000000034,0,4150.3,683554.4100000022,0,0,0,0,23.766233325301798,0.0601092895705626,0
1,297.3,308.7,1451,43.8,24,63553.8,11.399999999999975,0,1051.1999999999998,724513.3199999986,0,0,0,0,33.127853124934866,0.0165403170113436,0
0,297.2,308.0,1474,43.7,162,64413.8,10.800000000000011,1,7079.400000000001,695669.0400000007,0,0,0,0,33.7299763448518,0.1099050202782191,0
0,298.8,309.9,1629,31.9,49,51965.1,11.099999999999966,0,1563.1,576812.6099999982,0,0,0,0,51.06582912019344,0.0300798035420013,0
2,301.5,310.7,1394,46.7,130,65099.8,9.199999999999989,1,6071.0,598918.1599999993,0,0,0,0,29.850106427192586,0.0932568148541916,0
1,302.0,310.5,1381,58.4,201,80650.4,8.5,2,11738.4,685528.3999999999,0,0,0,0,23.64725986905377,0.1455467051806323,0
0,297.2,307.9,1469,48.2,144,70805.8,10.699999999999989,1,6940.8,757622.0599999992,0,0,0,0,30.47717779092992,0.0980258678706427,0
1,295.7,306.4,1387,40.1,81,55618.7,10.699999999999989,0,3248.1,595120.0899999994,0,0,0,0,34.58852781574744,0.0583994231734683,0
1,301.2,310.0,1445,45.6,18,65892.0,8.800000000000011,0,820.8000000000001,579849.6000000008,0,0,0,0,31.688595796302724,0.0124567473962237,0
1,304.1,313.6,1441,43.7,131,62971.7,9.5,1,5724.700000000001,598231.15,0,0,0,0,32.97482762071333,0.0909090908460034,0
0,301.6,310.7,1424,50.5,214,71912.0,9.099999999999966,2,10807.0,654399.1999999975,0,0,0,0,28.198019243603586,0.1502808987708701,0
0,299.9,309.0,1553,40.0,88,62120.0,9.100000000000025,0,3520.0,565292.0000000014,0,0,0,0,38.82499902937503,0.0566645202468354,0
1,297.2,308.3,1794,27.5,38,49335.0,11.100000000000025,0,1045.0,547618.5000000012,0,0,0,0,65.23636126413231,0.0211817168220837,0
0,299.6,309.2,1713,26.5,167,45394.5,9.599999999999966,1,4425.5,435787.1999999984,0,0,0,0,64.6415069946601,0.0974897839477584,0
0,302.5,310.4,1487,40.2,48,59777.4,7.899999999999977,0,1929.6,472241.4599999986,0,0,0,0,36.99004883109331,0.0322797578801077,0
0,298.8,309.6,1903,22.3,145,42436.9,10.800000000000011,1,3233.5,458318.5200000005,0,1,0,0,85.33631904321439,0.0761954807797186,1
0,302.7,312.4,1444,48.7,9,70322.8,9.699999999999989,0,438.3,682131.1599999992,0,0,0,0,29.65092341579213,0.0062326869762931,0
1,300.4,310.5,1500,43.0,9,64500.0,10.100000000000025,0,387.0,651450.0000000015,0,0,0,0,34.883720118983256,0.0059999999959999,0
0,297.5,309.6,1312,50.7,0,66518.40000000001,12.100000000000025,0,0.0,804872.6400000016,0,0,0,0,25.877711521149678,0.0,0
0,300.8,310.9,1732,25.7,109,44512.4,10.099999999999966,1,2801.3,449575.2399999985,0,0,0,0,67.39299348665395,0.0629330253678215,0
0,298.8,309.9,1525,39.7,77,60542.50000000001,11.099999999999966,0,3056.9,672021.749999998,0,0,0,0,38.4130972691915,0.0504918032455791,0
2,297.4,309.3,1365,52.4,76,71526.0,11.900000000000034,0,3982.4,851159.4000000025,0,0,0,0,26.049617823480578,0.0556776556368661,0
0,299.8,309.4,1609,32.5,27,52292.5,9.599999999999966,0,877.5,502007.9999999982,0,0,0,0,49.50769078437875,0.0167806090635297,0
1,299.9,309.3,1389,52.8,0,73339.2,9.400000000000034,0,0.0,689388.4800000024,0,0,0,0,26.306817683583,0.0,0
0,302.2,311.6,1545,35.9,152,55465.5,9.400000000000034,1,5456.8,521375.7000000019,0,0,0,0,43.03621050038412,0.0983818769589761,0
0,302.3,311.6,1665,34.3,139,57109.49999999999,9.300000000000011,1,4767.7,531118.3500000006,0,0,0,0,48.542272637251536,0.0834834834333432,0
0,300.7,309.6,1505,34.9,7,52524.5,8.900000000000034,0,244.3,467468.0500000018,0,0,0,0,43.12320793343244,0.0046511627876072,0
0,302.8,312.4,1523,39.7,239,60463.100000000006,9.599999999999966,2,9488.3,580445.759999998,0,0,0,0,38.36271943670732,0.1569271174281502,0
0,299.1,309.8,1398,55.4,217,77449.2,10.699999999999989,2,12021.8,828706.4399999991,0,0,0,0,25.234656584211976,0.1552217452394694,0
1,300.1,309.2,1418,39.8,221,56436.4,9.099999999999966,2,8795.8,513571.239999998,0,0,0,0,35.6281398083382,0.1558533144175928,0
0,304.3,313.5,1802,25.4,170,45770.8,9.199999999999989,1,4318.0,421091.35999999946,0,0,0,0,70.9448790966583,0.0943396225891567,0
1,303.7,312.7,1469,48.5,147,71246.5,9.0,1,7129.5,641218.5,0,0,0,0,30.288659169306,0.100068073451281,0
0,301.8,310.8,1505,41.2,33,62006.00000000001,9.0,0,1359.6,558054.0000000001,0,0,0,0,36.529125326962976,0.0219269102844339,0
0,301.7,310.6,1545,42.1,68,65044.5,8.900000000000034,0,2862.8,578896.0500000023,0,0,0,0,36.69833642046707,0.0440129449553314,0
1,303.8,313.1,2117,18.6,22,39376.2,9.300000000000011,0,409.2000000000001,366198.6600000005,0,1,0,0,113.81719818187103,0.0103920642369428,1
0,303.0,312.3,1480,41.4,125,61272.0,9.300000000000011,1,5175.0,569829.6000000007,0,0,0,0,35.74879140703403,0.0844594594023922,0
2,297.2,308.4,2182,17.3,119,37748.6,11.199999999999989,1,2058.7000000000003,422784.31999999954,0,1,0,0,126.12716033947048,0.0545371218815136,1
2,298.8,310.2,1707,27.6,56,47113.2,11.399999999999975,0,1545.6,537090.4799999989,0,0,0,0,61.84782384609333,0.0328060925408283,0
0,300.5,311.9,1383,50.5,35,69841.5,11.399999999999975,0,1767.5,796193.0999999985,0,0,0,0,27.386138071561625,0.0253073029462709,0
1,299.4,310.9,1473,40.1,7,59067.3,11.5,0,280.7,679273.9500000001,0,0,0,0,36.73316616625521,0.004752206378308,0
1,299.1,308.9,1476,42.7,225,63025.2,9.799999999999956,2,9607.5,617646.9599999972,0,0,0,0,34.56674392115354,0.1524390242869654,0
1,301.7,311.1,1489,41.4,108,61644.6,9.400000000000034,1,4471.2,579459.2400000021,0,0,0,0,35.96618270613086,0.0725319005557206,0
1,302.4,311.0,1580,36.5,64,57670.0,8.600000000000023,0,2336.0,495962.0000000013,0,0,0,0,43.28767004691315,0.0405063290882871,0
1,297.6,309.2,1442,48.1,0,69360.2,11.599999999999966,0,0.0,804578.3199999976,0,0,0,0,29.979209355941595,0.0,0
1,298.4,309.4,1429,41.8,203,59732.2,11.0,2,8485.4,657054.2,0,0,0,0,34.18660205295211,0.1420573826857541,0
1,302.3,311.7,1483,40.5,8,60061.5,9.399999999999975,0,324.0,564578.0999999986,0,0,0,0,36.61728304648684,0.0053944706639282,0
0,297.3,308.0,1527,35.1,165,53597.7,10.699999999999989,1,5791.5,573495.3899999994,0,0,0,0,43.50427226483555,0.1080550097524197,0
0,302.3,310.1,1321,52.7,134,69616.7,7.800000000000011,1,7061.8,543010.2600000008,0,0,0,0,25.06641318659557,0.1014383042381239,0
0,302.8,310.9,1708,29.8,42,50898.4,8.099999999999966,0,1251.6,412277.0399999983,0,0,0,0,57.315434318274015,0.0245901639200291,0
1,300.8,310.7,1924,22.4,36,43097.6,9.899999999999975,0,806.4,426666.239999999,0,1,0,0,85.89285330835476,0.0187110187012936,1
0,298.8,310.2,1504,41.0,51,61664.0,11.399999999999975,0,2091.0,702969.5999999986,0,0,0,0,36.68292593456278,0.0339095744455388,0
2,298.5,309.3,1421,50.3,124,71476.3,10.800000000000011,1,6237.2,771944.0400000009,0,0,0,0,28.25049645625256,0.0872624911419686,0
0,300.6,311.7,1734,29.9,72,51846.6,11.099999999999966,0,2152.8,575497.2599999983,0,0,0,0,57.99330909721375,0.0415224913255348,0
0,300.7,310.5,1960,21.0,194,41160.0,9.800000000000011,1,4074.0,403368.00000000047,0,1,0,0,93.3333288888891,0.0989795917862349,1
2,297.5,308.5,1557,39.1,47,60878.7,11.0,0,1837.7,669665.7000000001,0,0,0,0,39.82097084856852,0.0301862556003941,0
0,296.3,307.1,1560,33.2,186,51792.00000000001,10.800000000000011,1,6175.200000000001,559353.6000000007,0,0,0,0,46.9879503919292,0.1192307691543392,0
1,300.7,310.8,1452,47.9,77,69550.8,10.100000000000025,0,3688.3,702463.0800000016,0,0,0,0,30.313151767992657,0.0530303029937807,0
0,300.4,311.2,1530,32.0,169,48960.0,10.800000000000011,1,5408.0,528768.0000000006,0,0,0,0,47.81249850585942,0.1104575162676748,0
0,300.6,310.8,1375,53.2,179,73150.0,10.199999999999989,1,9522.8,746129.9999999992,0,0,0,0,25.84586417582962,0.1301818180871405,0
0,297.1,308.7,1474,42.3,64,62350.2,11.599999999999966,0,2707.2,723262.3199999979,0,0,0,0,34.84633487360911,0.0434192672704075,0
1,301.1,311.1,1384,42.5,185,58820.0,10.0,1,7862.5,588200.0,0,0,0,0,32.564705116124586,0.1336705201346311,0
1,300.8,312.2,1664,25.7,150,42764.8,11.399999999999975,1,3855.0,487518.719999999,0,0,0,0,64.74707919272065,0.0901442307150575,0
1,299.4,310.9,1446,47.3,12,68395.8,11.5,0,567.5999999999999,786551.7000000001,0,0,0,0,30.57082387799527,0.0082987551809828,0
0,302.4,311.0,1610,33.1,161,53291.0,8.600000000000023,1,5329.1,458302.6000000012,0,0,0,0,48.64048191418484,0.0999999999378881,0
0,299.9,309.4,1348,52.8,31,71174.4,9.5,0,1636.8,676156.7999999999,0,0,0,0,25.53030254677457,0.0229970326238894,0
1,302.6,310.4,1544,35.1,25,54194.4,7.799999999999954,0,877.5,422716.3199999976,0,0,0,0,43.98860273536744,0.0161917098340727,0
2,303.6,312.5,1375,54.0,186,74250.0,8.899999999999977,1,10044.0,660824.9999999983,0,0,0,0,25.462962491426623,0.1352727271743471,0
0,301.0,312.2,1510,39.9,61,60249.0,11.199999999999989,0,2433.9,674788.7999999993,0,0,0,0,37.844610580335576,0.0403973509666242,0
0,298.0,307.8,1386,57.3,147,79417.8,9.800000000000011,1,8423.1,778294.4400000009,0,0,0,0,24.18848125325513,0.1060606059840832,0
0,302.1,310.6,1459,47.6,93,69448.40000000001,8.5,0,4426.8,590311.4,0,0,0,0,30.65125986026765,0.0637422891955159,0
0,302.6,311.7,1254,54.1,19,67841.40000000001,9.099999999999966,0,1027.9,617356.7399999978,0,0,0,0,23.179297168589702,0.0151515151394326,0
1,300.4,309.8,1430,43.4,198,62062.0,9.400000000000034,1,8593.199999999999,583382.8000000021,0,0,0,0,32.949307996559725,0.1384615383647122,0
0,301.5,310.3,1415,41.6,28,58864.0,8.800000000000011,0,1164.8,518003.2000000007,0,0,0,0,34.0144222592687,0.0197879858517399,0
0,297.6,309.6,1501,49.8,222,74749.8,12.0,2,11055.6,896997.6000000001,0,0,0,0,30.140561643763824,0.1479013989687532,0
0,303.6,311.8,1567,31.7,97,49673.9,8.199999999999989,0,3074.9,407325.97999999946,0,0,0,0,49.43217509677681,0.0619017229981482,0
1,304.0,313.2,1500,40.6,124,60900.0,9.199999999999989,1,5034.400000000001,560279.9999999993,0,0,0,0,36.94581189788641,0.0826666666115555,0
0,299.0,310.1,1664,29.7,89,49420.8,11.100000000000025,0,2643.3,548570.880000001,0,0,0,0,56.02693414050727,0.0534855768909341,0
0,301.5,310.9,1451,40.6,0,58910.6,9.399999999999975,0,0.0,553759.6399999986,0,0,0,0,35.73891537588879,0.0,0
2,303.1,312.6,1404,40.6,152,57002.4,9.5,1,6171.2,541522.8,0,0,0,0,34.58127993642168,0.1082621081849984,0
0,299.3,310.7,1495,39.2,144,58604.00000000001,11.399999999999975,1,5644.8,668085.5999999987,0,0,0,0,38.137754129138926,0.0963210701696849,0
0,298.3,309.2,1383,52.1,26,72054.3,10.899999999999975,0,1354.6,785391.8699999984,0,0,0,0,26.545105056715837,0.0187997107600869,0
0,301.6,310.6,1478,36.6,218,54094.8,9.0,2,7978.8,486853.2,0,0,0,0,40.38251255785485,0.1474966169502729,0
0,298.5,308.1,1564,31.1,34,48640.4,9.600000000000025,0,1057.4,466947.84000000113,0,0,0,0,50.289387450502005,0.0217391304208829,0
0,303.4,311.8,1564,35.9,171,56147.6,8.400000000000034,1,6138.9,471639.8400000019,0,0,0,0,43.56545839650534,0.109335038293264,0
0,301.5,310.6,1381,50.7,206,70016.7,9.100000000000025,2,10444.2,637151.9700000016,0,0,0,0,27.238658239868677,0.1491672699861207,0
2,299.0,310.0,1458,44.9,221,65464.2,11.0,2,9922.9,720106.2,0,0,0,0,32.47215963313676,0.1515775033253926,0
2,300.9,310.6,1686,27.7,176,46702.2,9.700000000000044,1,4875.2,453011.3400000021,0,0,0,0,60.86642379543596,0.104389086533577,0
0,303.7,312.3,1511,38.9,117,58777.9,8.600000000000023,1,4551.3,505489.9400000013,0,0,0,0,38.84318666212888,0.0774321640784697,0
0,300.5,310.6,1368,49.6,10,67852.8,10.100000000000025,0,496.0,685313.2800000015,0,0,0,0,27.58064460522894,0.0073099415151243,0
0,300.0,309.3,1887,22.6,120,42646.2,9.300000000000011,1,2712.0,396609.6600000005,0,0,0,0,83.49557152674461,0.0635930047357747,0
0,302.3,310.9,1412,48.9,28,69046.8,8.599999999999966,0,1369.2,593802.4799999977,0,0,0,0,28.87525503322587,0.0198300283145679,0
1,298.1,310.0,1393,43.1,65,60038.3,11.899999999999975,0,2801.5,714455.7699999986,0,0,0,0,32.32018486496091,0.0466618807992377,0
1,300.1,309.6,1501,38.0,157,57038.0,9.5,1,5966.0,541861.0,0,0,0,0,39.49999896052635,0.1045969353067308,0
0,300.5,309.5,1255,62.1,138,77935.5,9.0,1,8569.800000000001,701419.5,0,0,0,0,20.20933944912497,0.1099601592749321,0
0,300.1,311.3,1676,30.3,151,50782.8,11.199999999999989,1,4575.3,568767.3599999994,0,0,0,0,55.313529527606285,0.0900954653400385,0
